repository_name,site,views,unique_visitors/cloners
CRAIG,Google,43,10
CRAIG,github.com,40,6
CRAIG,ibm.webex.com,33,14
CRAIG,ibm.seismic.com,6,2
CRAIG,github.ibm.com,6,1
CRAIG,statics.teams.cdn.office.net,4,1
CRAIG,yandex.ru,1,1
