repository_name,site,views,unique_visitors/cloners
CRAIG,github.com,234,6
CRAIG,ibm.seismic.com,38,7
CRAIG,ibm.webex.com,22,7
CRAIG,github.ibm.com,12,2
CRAIG,Google,9,7
CRAIG,statics.teams.cdn.office.net,2,1
