repository_name,date,clones,unique_visitors/cloners
CRAIG,2024-09-30,1,1
CRAIG,2024-10-01,1,1
CRAIG,2024-10-02,2,2
CRAIG,2024-10-03,1,1
CRAIG,2024-10-04,2,2
CRAIG,2024-10-05,1,1
CRAIG,2024-10-06,1,1
CRAIG,2024-10-07,3,3
CRAIG,2024-10-08,2,2
CRAIG,2024-10-09,1,1
CRAIG,2024-10-10,2,2
CRAIG,2024-10-11,1,1
CRAIG,2024-10-12,1,1
