repository_name,date,views,unique_visitors/cloners
CRAIG,2024-06-24,26,6
CRAIG,2024-06-25,20,13
CRAIG,2024-06-26,24,4
CRAIG,2024-06-27,48,10
CRAIG,2024-06-28,12,4
CRAIG,2024-06-29,2,1
CRAIG,2024-06-30,2,2
CRAIG,2024-07-01,23,4
CRAIG,2024-07-02,6,3
CRAIG,2024-07-03,4,1
CRAIG,2024-07-04,5,3
CRAIG,2024-07-05,30,2
