repository_name,date,clones,unique_visitors/cloners
CRAIG,2023-12-28,4,4
CRAIG,2023-12-29,3,2
CRAIG,2023-12-30,4,3
CRAIG,2023-12-31,1,1
CRAIG,2024-01-01,3,2
CRAIG,2024-01-02,2,2
CRAIG,2024-01-03,1,1
CRAIG,2024-01-04,3,2
CRAIG,2024-01-05,1,1
CRAIG,2024-01-06,1,1
CRAIG,2024-01-07,3,2
CRAIG,2024-01-08,8,7
CRAIG,2024-01-09,17,11
CRAIG,2024-01-10,8,4
