repository_name,site,views,unique_visitors/cloners
CRAIG,Google,11,8
CRAIG,cloud.ibm.com,5,1
CRAIG,Bing,3,1
CRAIG,ibm.github.io,2,2
CRAIG,techzone.ibm.com,1,1
