repository_name,date,views,unique_visitors/cloners
CRAIG,2025-01-02,1,1
CRAIG,2025-01-03,25,2
CRAIG,2025-01-06,3,2
CRAIG,2025-01-08,3,1
CRAIG,2025-01-10,1,1
CRAIG,2025-01-12,1,1
CRAIG,2025-01-15,6,2
