repository_name,site,views,unique_visitors/cloners
CRAIG,Google,13,6
CRAIG,github.com,3,3
CRAIG,ibm.github.io,3,1
CRAIG,app.mural.co,1,1
CRAIG,cloud.ibm.com,1,1
