repository_name,date,views,unique_visitors/cloners
CRAIG,2025-02-28,1,1
CRAIG,2025-03-01,3,1
CRAIG,2025-03-05,2,2
CRAIG,2025-03-06,4,4
CRAIG,2025-03-07,1,1
CRAIG,2025-03-08,1,1
CRAIG,2025-03-09,2,2
CRAIG,2025-03-12,19,17
