repository_name,date,clones,unique_visitors/cloners
CRAIG,2024-12-01,2,2
CRAIG,2024-12-02,2,2
CRAIG,2024-12-03,1,1
CRAIG,2024-12-04,1,1
CRAIG,2024-12-05,2,2
CRAIG,2024-12-06,3,2
CRAIG,2024-12-07,1,1
CRAIG,2024-12-08,1,1
CRAIG,2024-12-09,2,2
CRAIG,2024-12-10,1,1
CRAIG,2024-12-11,2,2
CRAIG,2024-12-12,4,4
CRAIG,2024-12-13,1,1
