repository_name,date,clones,unique_visitors/cloners
CRAIG,2024-08-02,5,3
CRAIG,2024-08-03,1,1
CRAIG,2024-08-04,2,2
CRAIG,2024-08-05,2,2
CRAIG,2024-08-06,1,1
CRAIG,2024-08-07,2,2
CRAIG,2024-08-08,2,2
CRAIG,2024-08-09,1,1
CRAIG,2024-08-10,2,2
CRAIG,2024-08-11,3,2
CRAIG,2024-08-12,3,3
CRAIG,2024-08-13,4,3
CRAIG,2024-08-14,1,1
