repository_name,date,clones,unique_visitors/cloners
CRAIG,2024-04-23,7,4
CRAIG,2024-04-24,2,2
CRAIG,2024-04-25,3,3
CRAIG,2024-04-26,16,13
CRAIG,2024-04-27,2,2
CRAIG,2024-04-28,4,3
CRAIG,2024-04-29,3,3
CRAIG,2024-04-30,29,11
CRAIG,2024-05-01,8,6
CRAIG,2024-05-02,5,4
CRAIG,2024-05-03,7,5
CRAIG,2024-05-04,2,2
CRAIG,2024-05-05,1,1
CRAIG,2024-05-06,10,6
