repository_name,site,views,unique_visitors/cloners
CRAIG,github.com,189,7
CRAIG,github.ibm.com,50,2
CRAIG,ibm.seismic.com,34,6
CRAIG,ibm.webex.com,20,7
CRAIG,Google,6,6
CRAIG,statics.teams.cdn.office.net,1,1
CRAIG,Bing,1,1
