repository_name,date,clones,unique_visitors/cloners
CRAIG,2024-10-18,1,1
CRAIG,2024-10-19,1,1
CRAIG,2024-10-20,2,2
CRAIG,2024-10-21,3,3
CRAIG,2024-10-22,2,2
CRAIG,2024-10-23,1,1
CRAIG,2024-10-24,3,3
CRAIG,2024-10-25,1,1
CRAIG,2024-10-26,1,1
CRAIG,2024-10-27,2,2
CRAIG,2024-10-28,1,1
CRAIG,2024-10-29,1,1
CRAIG,2024-10-30,2,2
