repository_name,date,clones,unique_visitors/cloners
CRAIG,2024-02-02,7,5
CRAIG,2024-02-03,3,3
CRAIG,2024-02-04,2,2
CRAIG,2024-02-05,4,4
CRAIG,2024-02-06,15,12
CRAIG,2024-02-07,11,7
CRAIG,2024-02-08,9,9
CRAIG,2024-02-09,13,8
CRAIG,2024-02-10,6,5
CRAIG,2024-02-11,3,3
CRAIG,2024-02-12,11,6
CRAIG,2024-02-13,6,5
CRAIG,2024-02-14,4,4
