repository_name,site,views,unique_visitors/cloners
CRAIG,github.com,415,7
CRAIG,ibm.webex.com,52,15
CRAIG,ibm.seismic.com,44,6
CRAIG,Google,35,7
CRAIG,github.ibm.com,7,2
CRAIG,statics.teams.cdn.office.net,5,1
CRAIG,ibm.com,1,1
CRAIG,Bing,1,1
