repository_name,date,views,unique_visitors/cloners
CRAIG,2024-05-15,14,5
CRAIG,2024-05-16,24,5
CRAIG,2024-05-17,16,5
CRAIG,2024-05-18,7,2
CRAIG,2024-05-19,10,1
CRAIG,2024-05-20,54,7
CRAIG,2024-05-21,26,8
CRAIG,2024-05-22,27,7
CRAIG,2024-05-23,29,7
CRAIG,2024-05-24,4,2
CRAIG,2024-05-25,21,2
CRAIG,2024-05-26,1,1
CRAIG,2024-05-27,14,1
CRAIG,2024-05-28,50,7
