repository_name,site,views,unique_visitors/cloners
CRAIG,Google,17,8
CRAIG,cloud.ibm.com,4,1
CRAIG,Bing,3,1
CRAIG,techzone.ibm.com,2,2
CRAIG,github.com,1,1
CRAIG,app.mural.co,1,1
CRAIG,ibm.github.io,1,1
