repository_name,date,views,unique_visitors/cloners
CRAIG,2024-06-14,8,3
CRAIG,2024-06-15,3,2
CRAIG,2024-06-16,2,1
CRAIG,2024-06-17,30,5
CRAIG,2024-06-18,48,9
CRAIG,2024-06-19,11,5
CRAIG,2024-06-20,31,5
CRAIG,2024-06-21,10,5
CRAIG,2024-06-24,26,6
CRAIG,2024-06-25,20,13
CRAIG,2024-06-26,24,4
CRAIG,2024-06-27,48,10
