repository_name,date,views,unique_visitors/cloners
CRAIG,2024-04-19,24,5
CRAIG,2024-04-20,1,1
CRAIG,2024-04-22,16,7
CRAIG,2024-04-23,52,14
CRAIG,2024-04-24,60,9
CRAIG,2024-04-25,19,6
CRAIG,2024-04-26,53,10
CRAIG,2024-04-27,34,2
CRAIG,2024-04-28,2,2
CRAIG,2024-04-29,14,6
CRAIG,2024-04-30,96,11
CRAIG,2024-05-01,19,5
CRAIG,2024-05-02,11,3
