repository_name,date,views,unique_visitors/cloners
CRAIG,2024-10-28,2,2
CRAIG,2024-10-30,4,1
CRAIG,2024-10-31,2,1
CRAIG,2024-11-02,16,5
CRAIG,2024-11-04,3,2
CRAIG,2024-11-05,1,1
CRAIG,2024-11-06,1,1
CRAIG,2024-11-07,5,3
CRAIG,2024-11-08,1,1
