repository_name,site,views,unique_visitors/cloners
CRAIG,Google,32,6
CRAIG,github.com,2,2
CRAIG,techzone.ibm.com,1,1
CRAIG,Bing,1,1
CRAIG,ibm.seismic.com,1,1
