repository_name,date,views,unique_visitors/cloners
CRAIG,2024-08-29,2,2
CRAIG,2024-08-30,7,4
CRAIG,2024-09-03,13,3
CRAIG,2024-09-04,22,5
CRAIG,2024-09-06,46,3
CRAIG,2024-09-07,47,1
CRAIG,2024-09-09,4,3
CRAIG,2024-09-10,6,4
CRAIG,2024-09-11,12,4
