repository_name,date,views,unique_visitors/cloners
CRAIG,2024-11-09,1,1
CRAIG,2024-11-11,2,2
CRAIG,2024-11-12,1,1
CRAIG,2024-11-13,13,4
CRAIG,2024-11-15,1,1
CRAIG,2024-11-16,1,1
CRAIG,2024-11-17,1,1
CRAIG,2024-11-19,64,1
CRAIG,2024-11-21,5,1
CRAIG,2024-11-22,1,1
