repository_name,date,views,unique_visitors/cloners
CRAIG,2025-04-02,5,3
CRAIG,2025-04-03,4,2
CRAIG,2025-04-04,2,2
CRAIG,2025-04-05,3,1
CRAIG,2025-04-06,6,2
CRAIG,2025-04-07,3,3
CRAIG,2025-04-08,5,2
CRAIG,2025-04-09,2,1
CRAIG,2025-04-10,6,2
CRAIG,2025-04-12,3,1
CRAIG,2025-04-14,2,2
CRAIG,2025-04-15,3,3
