repository_name,site,views,unique_visitors/cloners
CRAIG,Google,37,14
CRAIG,github.com,13,5
CRAIG,ibm.github.io,6,1
CRAIG,search.naver.com,1,1
CRAIG,ibm.webex.com,1,1
