repository_name,site,views,unique_visitors/cloners
CRAIG,Google,10,7
CRAIG,cloud.ibm.com,7,1
CRAIG,ibm.github.io,2,2
CRAIG,Bing,2,1
CRAIG,techzone.ibm.com,1,1
