repository_name,site,views,unique_visitors/cloners
CRAIG,github.ibm.com,51,2
CRAIG,ibm.seismic.com,24,5
CRAIG,github.com,20,7
CRAIG,Google,17,9
CRAIG,ibm.webex.com,15,7
CRAIG,Bing,1,1
CRAIG,statics.teams.cdn.office.net,1,1
CRAIG,DuckDuckGo,1,1
