repository_name,site,views,unique_visitors/cloners
CRAIG,ibm.webex.com,5,4
CRAIG,Google,3,3
CRAIG,github.com,2,1
CRAIG,statics.teams.cdn.office.net,1,1
CRAIG,github.ibm.com,1,1
CRAIG,Bing,1,1
