repository_name,date,views,unique_visitors/cloners
CRAIG,2024-01-28,2,1
CRAIG,2024-01-29,8,3
CRAIG,2024-01-30,8,1
CRAIG,2024-01-31,1,1
CRAIG,2024-02-01,15,4
CRAIG,2024-02-02,9,5
CRAIG,2024-02-03,17,1
CRAIG,2024-02-04,5,1
CRAIG,2024-02-05,167,25
CRAIG,2024-02-06,156,19
CRAIG,2024-02-07,175,19
CRAIG,2024-02-08,200,10
CRAIG,2024-02-09,139,15
CRAIG,2024-02-10,22,3
