repository_name,date,views,unique_visitors/cloners
CRAIG,2025-01-15,6,2
CRAIG,2025-01-16,15,4
CRAIG,2025-01-17,1,1
CRAIG,2025-01-19,1,1
CRAIG,2025-01-21,2,2
CRAIG,2025-01-22,4,2
CRAIG,2025-01-23,10,2
CRAIG,2025-01-24,1,1
CRAIG,2025-01-25,9,5
