repository_name,date,views,unique_visitors/cloners
CRAIG,2024-12-21,1,1
CRAIG,2024-12-22,1,1
CRAIG,2024-12-28,7,2
CRAIG,2024-12-31,5,1
CRAIG,2025-01-01,3,1
CRAIG,2025-01-02,1,1
CRAIG,2025-01-03,25,2
