repository_name,site,views,unique_visitors/cloners
CRAIG,github.com,411,6
CRAIG,ibm.seismic.com,53,7
CRAIG,ibm.webex.com,21,6
CRAIG,github.ibm.com,15,3
CRAIG,Google,11,8
CRAIG,statics.teams.cdn.office.net,5,1
CRAIG,ibm.com,1,1
CRAIG,Bing,1,1
