repository_name,site,views,unique_visitors/cloners
CRAIG,Google,20,7
CRAIG,cloud.ibm.com,3,1
CRAIG,Bing,3,1
CRAIG,techzone.ibm.com,2,2
CRAIG,github.com,2,2
CRAIG,app.mural.co,1,1
