repository_name,date,clones,unique_visitors/cloners
CRAIG,2025-02-15,11,1
CRAIG,2025-02-16,15,5
CRAIG,2025-02-17,14,4
CRAIG,2025-02-18,13,4
CRAIG,2025-02-19,14,4
CRAIG,2025-02-20,15,5
CRAIG,2025-02-21,12,3
CRAIG,2025-02-22,14,5
CRAIG,2025-02-23,13,3
CRAIG,2025-02-24,17,6
CRAIG,2025-02-25,13,3
CRAIG,2025-02-26,12,2
CRAIG,2025-02-27,13,3
CRAIG,2025-02-28,14,4
