repository_name,date,views,unique_visitors/cloners
CRAIG,2024-08-12,14,7
CRAIG,2024-08-13,14,3
CRAIG,2024-08-14,2,1
CRAIG,2024-08-15,1,1
CRAIG,2024-08-16,17,9
CRAIG,2024-08-17,39,2
CRAIG,2024-08-19,6,3
CRAIG,2024-08-20,57,6
CRAIG,2024-08-21,67,6
CRAIG,2024-08-22,10,6
CRAIG,2024-08-23,6,4
CRAIG,2024-08-24,8,3
