repository_name,date,clones,unique_visitors/cloners
CRAIG,2024-08-25,3,3
CRAIG,2024-08-26,3,3
CRAIG,2024-08-27,2,2
CRAIG,2024-08-28,2,2
CRAIG,2024-08-29,3,3
CRAIG,2024-08-30,2,2
CRAIG,2024-08-31,2,2
CRAIG,2024-09-01,1,1
CRAIG,2024-09-02,3,3
CRAIG,2024-09-03,3,3
CRAIG,2024-09-04,4,3
CRAIG,2024-09-05,2,2
CRAIG,2024-09-06,1,1
