repository_name,site,views,unique_visitors/cloners
CRAIG,github.com,12,3
CRAIG,ibm.webex.com,10,2
CRAIG,Google,9,8
CRAIG,statics.teams.cdn.office.net,6,2
CRAIG,Bing,3,3
CRAIG,ibm.seismic.com,1,1
CRAIG,ibm.github.io,1,1
