repository_name,site,views,unique_visitors/cloners
CRAIG,github.com,190,8
CRAIG,github.ibm.com,59,3
CRAIG,ibm.seismic.com,34,6
CRAIG,ibm.webex.com,20,7
CRAIG,Google,6,5
CRAIG,Bing,1,1
CRAIG,DuckDuckGo,1,1
