repository_name,site,views,unique_visitors/cloners
CRAIG,Google,33,12
CRAIG,github.com,24,6
CRAIG,ibm.webex.com,21,14
CRAIG,ibm.seismic.com,13,4
CRAIG,statics.teams.cdn.office.net,4,1
