repository_name,date,views,unique_visitors/cloners
CRAIG,2024-02-25,3,1
CRAIG,2024-02-27,28,8
CRAIG,2024-02-28,42,10
CRAIG,2024-02-29,54,9
CRAIG,2024-03-01,63,13
CRAIG,2024-03-02,10,7
CRAIG,2024-03-03,4,2
CRAIG,2024-03-04,32,14
CRAIG,2024-03-05,12,7
CRAIG,2024-03-06,41,17
CRAIG,2024-03-07,65,11
CRAIG,2024-03-08,66,13
CRAIG,2024-03-09,3,1
