repository_name,date,clones,unique_visitors/cloners
CRAIG,2025-03-30,15,5
CRAIG,2025-03-31,16,7
CRAIG,2025-04-01,17,7
CRAIG,2025-04-02,15,5
CRAIG,2025-04-03,14,5
CRAIG,2025-04-04,17,6
CRAIG,2025-04-05,17,8
CRAIG,2025-04-06,15,6
CRAIG,2025-04-07,14,5
CRAIG,2025-04-08,14,4
CRAIG,2025-04-09,16,6
CRAIG,2025-04-10,15,6
CRAIG,2025-04-11,15,5
CRAIG,2025-04-12,17,7
