repository_name,site,views,unique_visitors/cloners
CRAIG,Google,66,17
CRAIG,github.com,15,7
CRAIG,ibm.webex.com,8,3
CRAIG,techzone.ibm.com,3,3
CRAIG,search.brave.com,1,1
