repository_name,site,views,unique_visitors/cloners
CRAIG,Google,14,9
CRAIG,cloud.ibm.com,6,1
CRAIG,Bing,3,1
CRAIG,techzone.ibm.com,1,1
CRAIG,ibm.github.io,1,1
