repository_name,site,views,unique_visitors/cloners
CRAIG,Bing,13,2
CRAIG,Google,6,6
CRAIG,statics.teams.cdn.office.net,4,1
CRAIG,app-iac.1gezfw1xuo3l.ca-tor.codeengine.appdomain.cloud,4,1
CRAIG,github.com,3,2
CRAIG,ibm.github.io,1,1
CRAIG,m.facebook.com,1,1
